date,lwe_cm
2002-04-17 12:00:00,3.800313900395704
2002-05-10 12:00:00,3.1638358525892443
2002-08-16 12:00:00,-3.2529911839730836
2002-09-16 00:00:00,-4.081516283436315
2002-10-16 12:00:00,-4.745057707123827
2002-11-16 00:00:00,-5.212008965104619
2002-12-16 12:00:00,-5.580231318731883
2003-01-16 12:00:00,-5.274709146230627
2003-02-15 00:00:00,-6.630676582831143
2003-03-16 12:00:00,-4.967136048207742
2003-04-16 00:00:00,-5.169565318952298
2003-05-11 12:00:00,-4.882240445613039
2003-07-16 12:00:00,-7.272350219681137
2003-08-16 12:00:00,-7.334436089503825
2003-09-16 00:00:00,-6.30839542228577
2003-10-16 00:00:00,-5.8763037929431405
2003-11-16 00:00:00,-4.857866058937546
2003-12-16 12:00:00,-3.956835254151361
2004-01-07 12:00:00,-4.2339885193343
2004-02-17 00:00:00,-3.7183794377442148
2004-03-16 12:00:00,-3.629325764569888
2004-04-16 00:00:00,-2.078587834051632
2004-05-16 12:00:00,-2.3436771186392207
2004-06-16 00:00:00,-2.1184130804033003
2004-07-16 12:00:00,-2.9042469737591787
2004-08-16 12:00:00,-3.2580390225993483
2004-09-16 00:00:00,-3.4208906412253093
2004-10-16 12:00:00,-2.898469674541225
2004-11-16 00:00:00,-1.5345093713099054
2004-12-16 12:00:00,-0.17397178446062256
2005-01-16 12:00:00,0.3984314123381676
2005-02-15 00:00:00,0.8356878824601495
2005-03-16 12:00:00,2.602586672358937
2005-04-16 00:00:00,2.98439580590942
2005-05-16 12:00:00,3.8412275709372157
2005-06-16 00:00:00,3.831390975539083
2005-07-16 12:00:00,2.1594235210365955
2005-08-16 12:00:00,0.40960085070533125
2005-09-16 00:00:00,-0.4429787862975427
2005-10-16 12:00:00,0.46059558448356874
2005-11-16 00:00:00,-0.07808854533720755
2005-12-16 12:00:00,0.8326860157758276
2006-01-16 12:00:00,0.4543960217267706
2006-02-15 00:00:00,1.2588912133713812
2006-03-16 12:00:00,2.0714443053444125
2006-04-16 00:00:00,2.0904283412915508
2006-05-16 12:00:00,1.7955767647651708
2006-06-16 00:00:00,1.9446091667717198
2006-07-16 12:00:00,1.1717615942453161
2006-08-16 12:00:00,0.032092333829154995
2006-09-16 00:00:00,-0.13194829982845668
2006-10-16 12:00:00,-0.09954952142299511
2006-11-16 00:00:00,-0.01645337425895832
2006-12-16 12:00:00,0.06963698504392823
2007-01-16 12:00:00,0.07942671364404141
2007-02-15 00:00:00,1.652615000590913
2007-03-16 12:00:00,1.025571714923048
2007-04-16 00:00:00,0.5916449321958908
2007-05-16 12:00:00,1.4326823274326195
2007-06-16 00:00:00,1.918219633480259
2007-07-16 12:00:00,0.04398535412599891
2007-08-16 12:00:00,-1.9079515203144979
2007-09-16 00:00:00,-1.9290464084006942
2007-10-16 12:00:00,-3.088869215334544
2007-11-16 00:00:00,-2.9355915426779653
2007-12-16 12:00:00,-2.241380105097008
2008-01-16 12:00:00,-1.439106713758079
2008-02-15 12:00:00,-1.1903544373162234
2008-03-16 12:00:00,0.16396380343841876
2008-04-16 00:00:00,0.5970849011671362
2008-05-16 12:00:00,0.8939991129888849
2008-06-16 00:00:00,0.7013350379296792
2008-07-16 12:00:00,0.18266285870049792
2008-08-16 12:00:00,-0.6097438484336735
2008-09-16 00:00:00,-0.46870037906287365
2008-10-16 12:00:00,-0.32617236369823743
2008-11-16 00:00:00,0.3802666817565221
2008-12-16 12:00:00,1.8500323757766903
2009-01-16 12:00:00,3.4246695995366245
2009-02-15 00:00:00,1.9640363920020718
2009-03-16 12:00:00,2.1979116490443644
2009-04-16 00:00:00,2.1857330624972207
2009-05-16 12:00:00,2.232962713693004
2009-06-16 00:00:00,2.511366551455275
2009-07-16 12:00:00,1.4293509453312119
2009-08-16 12:00:00,-1.5165838028031757
2009-09-16 00:00:00,-2.2322984045174827
2009-10-16 12:00:00,-1.2533446117136258
2009-11-16 00:00:00,-1.175214055491022
2009-12-16 12:00:00,-1.3085092212422325
2010-01-16 12:00:00,-0.38219252241432145
2010-02-15 00:00:00,-0.8438854671837497
2010-03-16 12:00:00,-0.2636142145099569
2010-04-16 00:00:00,-0.7753779559495229
2010-05-16 12:00:00,0.5152192387132661
2010-06-16 00:00:00,-0.769293743642244
2010-07-16 12:00:00,-2.8756476792271926
2010-08-16 12:00:00,-4.050449606249192
2010-09-16 00:00:00,-3.9772391034776042
2010-10-16 12:00:00,-3.4547564955091907
2010-11-16 00:00:00,-3.2905261067332248
2010-12-14 12:00:00,-2.1132032732447605
2011-02-18 12:00:00,-1.681571876837868
2011-03-16 12:00:00,-1.925224287698473
2011-04-16 00:00:00,-1.046822180705071
2011-05-16 12:00:00,-1.1161754789593274
2011-07-18 12:00:00,-3.8301252035025755
2011-08-16 12:00:00,-5.489284453513406
2011-09-16 00:00:00,-6.1807828797264435
2011-10-16 12:00:00,-6.774948706901654
2011-11-01 12:00:00,-6.372525607421796
2012-01-01 00:00:00,-5.999245395222545
2012-01-16 12:00:00,-6.018792275438056
2012-02-15 12:00:00,-5.87136316374945
2012-03-16 12:00:00,-5.253080540849076
2012-04-04 12:00:00,-4.018571502941718
2012-06-16 00:00:00,-3.764952664522461
2012-07-16 12:00:00,-5.757834579582223
2012-08-16 12:00:00,-8.386705656669236
2012-09-13 00:00:00,-9.40920763071075
2012-11-18 12:00:00,-8.077223517641404
2012-12-16 12:00:00,-7.292607012978301
2013-01-16 12:00:00,-7.348616376280997
2013-02-14 00:00:00,-8.651084762858542
2013-04-21 00:00:00,-7.649704434897327
2013-05-16 12:00:00,-7.0531928154764465
2013-06-16 00:00:00,-6.967885961332492
2013-07-16 12:00:00,-9.619545077482908
2013-10-16 12:00:00,-8.71662895877757
2013-11-16 00:00:00,-8.96650711311317
2013-12-16 12:00:00,-8.340001818369693
2014-01-09 12:00:00,-8.234283966716486
2014-03-16 12:00:00,-8.796487790959919
2014-04-16 00:00:00,-8.616136362273693
2014-05-16 12:00:00,-7.960538050148365
2014-06-13 00:00:00,-8.33728439032657
2014-08-16 12:00:00,-11.269908814071208
2014-09-16 00:00:00,-10.946921388162814
2014-10-16 12:00:00,-11.011243280376195
2014-11-17 00:00:00,-10.615366844879919
2015-01-22 12:00:00,-11.303201973452449
2015-02-15 00:00:00,-11.307983436802324
2015-03-16 12:00:00,-10.471128340403276
2015-04-16 00:00:00,-11.756346084662173
2015-04-27 00:00:00,-11.595717411754286
2015-07-15 12:00:00,-14.247106898713291
2015-08-16 12:00:00,-15.516707844245115
2015-09-14 12:00:00,-16.010214646727867
2015-12-23 12:00:00,-15.064245295021706
2016-01-16 12:00:00,-13.989893453659509
2016-02-14 00:00:00,-15.051323629512684
2016-03-16 12:00:00,-14.731131084122019
2016-05-20 00:00:00,-12.996048325305722
2016-06-16 00:00:00,-12.68989181998229
2016-07-15 12:00:00,-15.321295232235254
2016-08-21 12:00:00,-17.626655103772
2016-11-27 12:00:00,-14.727180468886136
2016-12-24 12:00:00,-15.29916681234237
2017-01-21 00:00:00,-15.868752951668277
2017-03-31 12:00:00,-14.757074745727365
2017-04-24 12:00:00,-14.488897900740774
2017-05-12 12:00:00,-12.882770159734779
2017-06-11 00:00:00,-12.035274181599569
2018-06-16 00:00:00,-13.058569376900586
2018-07-10 00:00:00,-13.982317034909475
2018-10-31 12:00:00,-15.126720176810515
2018-11-16 00:00:00,-14.100636596121216
2018-12-16 12:00:00,-13.281330925984633
2019-01-16 12:00:00,-12.500122554196484
2019-02-14 00:00:00,-13.783508817775292
2019-03-16 12:00:00,-13.925057952012018
2019-04-16 00:00:00,-13.040426724014292
2019-05-16 12:00:00,-13.414061726300027
2019-06-16 00:00:00,-15.000886226569342
2019-07-16 12:00:00,-17.54934834110585
2019-08-16 12:00:00,-18.791209278226756
2019-09-16 00:00:00,-19.279645109038473
2019-10-16 12:00:00,-18.881428939535834
2019-11-16 00:00:00,-18.112604391939495
2019-12-16 12:00:00,-18.696948678816558
2020-01-16 12:00:00,-18.21563228896586
2020-02-15 12:00:00,-18.346170529820927
2020-03-16 12:00:00,-18.126888153180982
2020-04-16 00:00:00,-17.664323579021318
2020-05-16 12:00:00,-17.77248822275465
2020-06-16 00:00:00,-18.309897196869546
2020-07-16 12:00:00,-19.701308457869427
2020-08-16 12:00:00,-19.939770318790575
2020-09-16 00:00:00,-20.109790027767144
2020-10-16 12:00:00,-19.070629941045087
2020-11-16 00:00:00,-19.088561575759915
2020-12-16 12:00:00,-19.48631332151972
2021-01-16 12:00:00,-18.88917407722747
2021-02-15 00:00:00,-17.560555345972976
2021-03-16 12:00:00,-17.552718782986293
2021-04-16 00:00:00,-18.801483750541113
2021-05-16 12:00:00,-18.047601785902362
2021-06-16 00:00:00,-17.944305796602006
2021-07-16 12:00:00,-18.9092633870554
2021-08-16 12:00:00,-19.421273110226462
2021-09-16 00:00:00,-19.258355145683108
2021-10-16 12:00:00,-20.358840623642696
2021-11-16 00:00:00,-19.38815951934745
2021-12-16 12:00:00,-19.08672945134442
2022-01-16 12:00:00,-18.8137321482756
2022-02-15 00:00:00,-18.942186701436082
2022-03-16 12:00:00,-19.081241317164267
2022-04-16 00:00:00,-18.36647355790107
2022-05-16 12:00:00,-18.59064958320864
2022-06-16 00:00:00,-18.9507605686244
2022-07-16 12:00:00,-20.726624373395918
2022-08-16 12:00:00,-21.24372994230694
2022-09-16 00:00:00,-21.333762226114008
2022-10-16 12:00:00,-20.599093150841544
2022-11-16 00:00:00,-18.37516549017467
2022-12-16 12:00:00,-18.557870072558256
2023-01-16 12:00:00,-19.340475794725766
2023-02-15 00:00:00,-19.530992656062043
2023-03-16 12:00:00,-18.819292960655492
2023-04-16 00:00:00,-19.321028500268557
2023-05-16 12:00:00,-18.992642276906
2023-06-16 00:00:00,-17.931990591034964
2023-07-16 12:00:00,-18.12470518420353
2023-08-16 12:00:00,-21.303150183536697
2023-09-16 00:00:00,-21.569741594651813
2023-10-16 12:00:00,-19.89832847325582
2023-11-16 00:00:00,-19.369080587773514
2023-12-16 12:00:00,-19.64586744566449
2024-01-16 12:00:00,-18.95685589540059
2024-02-15 12:00:00,-18.029815868523688
2024-03-16 12:00:00,-18.939167457295415
2024-04-16 00:00:00,-18.73563055392893
2024-05-16 12:00:00,-18.35364991976886
2024-06-16 00:00:00,-18.294628039100186
2024-07-16 12:00:00,-20.85060665436046
2024-08-16 12:00:00,-21.67695444464705
2024-09-16 00:00:00,-19.95701135526691
2024-10-16 12:00:00,-20.13140015598702
2024-11-16 00:00:00,-20.21196179902427
2024-12-16 12:00:00,-20.82000228941043
2025-01-16 12:00:00,-20.19359039116603
2025-02-15 00:00:00,-18.939668110032347
2025-03-16 12:00:00,-18.72507522370608
2025-04-16 00:00:00,-19.503400743859377
2025-05-16 12:00:00,-19.815663246287254
2025-06-16 12:00:00,-21.04348982783277
2025-07-16 12:00:00,-21.783307329512713
2025-08-16 12:00:00,-22.90513391113726
2025-09-16 00:00:00,-23.109593479280623
2025-10-16 12:00:00,-22.750977624745982
2025-11-16 00:00:00,-21.558290367025595
2025-12-16 12:00:00,-21.023594859905497
2026-01-16 12:00:00,-20.327322546752317
